city,timestamp,temperature,season
New York,2010-01-01,-1.5603869536034516,winter
New York,2010-01-02,2.4170954016654167,winter
New York,2010-01-03,-4.83705575243981,winter
New York,2010-01-04,-2.2035209736610053,winter
New York,2010-01-05,-1.8999181960346336,winter
New York,2010-01-06,3.0304023550136376,winter
New York,2010-01-07,-4.088401410386514,winter
New York,2010-01-08,2.230805838200096,winter
New York,2010-01-09,-8.242100293972145,winter
New York,2010-01-10,2.22478883721646,winter
New York,2010-01-11,-2.734957472619363,winter
New York,2010-01-12,0.4162213865665484,winter
New York,2010-01-13,3.3926104335928446,winter
New York,2010-01-14,2.8660672255519994,winter
New York,2010-01-15,-8.539984082709523,winter
New York,2010-01-16,6.079006528501831,winter
New York,2010-01-17,-0.008548158018242717,winter
New York,2010-01-18,3.2125458680370986,winter
New York,2010-01-19,-5.748245977396519,winter
New York,2010-01-20,-5.385639525676745,winter
New York,2010-01-21,0.586645433969646,winter
New York,2010-01-22,3.264803251532951,winter
New York,2010-01-23,0.4811806188591382,winter
New York,2010-01-24,-1.725179523022741,winter
New York,2010-01-25,-1.6386188698485828,winter
New York,2010-01-26,-0.19198898979008835,winter
New York,2010-01-27,5.774843890846314,winter
New York,2010-01-28,-0.46002230740957495,winter
New York,2010-01-29,-0.5871010973040816,winter
New York,2010-01-30,-4.509865898085961,winter
New York,2010-01-31,-7.106461494031296,winter
New York,2010-02-01,-2.1589840552249133,winter
New York,2010-02-02,-13.704680669390436,winter
New York,2010-02-03,3.792093062762633,winter
New York,2010-02-04,2.1571982043326066,winter
New York,2010-02-05,1.812913112810188,winter
New York,2010-02-06,-6.391830260912251,winter
New York,2010-02-07,-1.7593542750668825,winter
New York,2010-02-08,4.853196643366164,winter
New York,2010-02-09,8.335163108460431,winter
New York,2010-02-10,-10.684922611429673,winter
New York,2010-02-11,-5.416011752557451,winter
New York,2010-02-12,-3.826155028956022,winter
New York,2010-02-13,-2.164787480929945,winter
New York,2010-02-14,1.3268891449784848,winter
New York,2010-02-15,4.857698272139121,winter
New York,2010-02-16,5.5925307647698155,winter
New York,2010-02-17,-1.089335862404648,winter
New York,2010-02-18,9.649138761090146,winter
New York,2010-02-19,8.572197202620583,winter
New York,2010-02-20,-9.880103569860637,winter
New York,2010-02-21,0.6923959345126658,winter
New York,2010-02-22,12.984725226811788,winter
New York,2010-02-23,1.8228031958089752,winter
New York,2010-02-24,-2.91254792426066,winter
New York,2010-02-25,-6.014091016233271,winter
New York,2010-02-26,1.8219216492138517,winter
New York,2010-02-27,7.926165100361785,winter
New York,2010-02-28,-3.7438428982091287,winter
New York,2010-03-01,12.76802746867844,spring
New York,2010-03-02,5.760072808285541,spring
New York,2010-03-03,10.121366299410546,spring
New York,2010-03-04,0.16337799253242835,spring
New York,2010-03-05,11.247528553861653,spring
New York,2010-03-06,10.452590538167087,spring
New York,2010-03-07,12.732541374054168,spring
New York,2010-03-08,5.104760938978934,spring
New York,2010-03-09,13.854505180074547,spring
New York,2010-03-10,16.307966554838785,spring
New York,2010-03-11,10.910341963458404,spring
New York,2010-03-12,6.547009380616847,spring
New York,2010-03-13,15.538027473955687,spring
New York,2010-03-14,11.762624944290742,spring
New York,2010-03-15,10.275472284797639,spring
New York,2010-03-16,10.363069192690277,spring
New York,2010-03-17,14.262566793656905,spring
New York,2010-03-18,15.219042047535579,spring
New York,2010-03-19,9.903420902904308,spring
New York,2010-03-20,9.749937021146689,spring
New York,2010-03-21,20.824078312068476,spring
New York,2010-03-22,15.13212953491971,spring
New York,2010-03-23,8.980543703563743,spring
New York,2010-03-24,6.380828814072961,spring
New York,2010-03-25,7.266345392596222,spring
New York,2010-03-26,1.1590345734856715,spring
New York,2010-03-27,6.735567619164307,spring
New York,2010-03-28,7.804952898075307,spring
New York,2010-03-29,13.657056023565254,spring
New York,2010-03-30,5.712584707339918,spring
New York,2010-03-31,11.604076457634704,spring
New York,2010-04-01,9.323410558979642,spring
New York,2010-04-02,4.760181337677341,spring
New York,2010-04-03,6.850795725375453,spring
New York,2010-04-04,12.386269968238222,spring
New York,2010-04-05,11.776518573794808,spring
New York,2010-04-06,11.24620365995855,spring
New York,2010-04-07,3.7201858946500206,spring
New York,2010-04-08,8.948222785870483,spring
New York,2010-04-09,10.88291527359142,spring
New York,2010-04-10,1.9621564058498926,spring
New York,2010-04-11,12.264844077805302,spring
New York,2010-04-12,14.385775983749774,spring
New York,2010-04-13,12.063770756130245,spring
New York,2010-04-14,9.782683164132008,spring
New York,2010-04-15,12.952861901444894,spring
New York,2010-04-16,6.1856319137847,spring
New York,2010-04-17,2.2477621291607264,spring
New York,2010-04-18,18.525115092155378,spring
New York,2010-04-19,17.780834608520635,spring
New York,2010-04-20,12.02221574542734,spring
New York,2010-04-21,10.24569526747265,spring
New York,2010-04-22,6.384405532671129,spring
New York,2010-04-23,15.773097005344816,spring
New York,2010-04-24,19.129569296262275,spring
New York,2010-04-25,17.929370718480452,spring
New York,2010-04-26,8.270021253965382,spring
New York,2010-04-27,6.362361804991958,spring
New York,2010-04-28,8.543979404780485,spring
New York,2010-04-29,18.349085381563636,spring
New York,2010-04-30,11.735261552817521,spring
New York,2010-05-01,5.570671042141418,spring
New York,2010-05-02,14.027674653060929,spring
New York,2010-05-03,15.983418802755118,spring
New York,2010-05-04,15.576529839016352,spring
New York,2010-05-05,10.991100207326234,spring
New York,2010-05-06,0.47587241811730685,spring
New York,2010-05-07,13.882145597699832,spring
New York,2010-05-08,15.900986753977609,spring
New York,2010-05-09,6.107448645817161,spring
New York,2010-05-10,5.009201450726403,spring
New York,2010-05-11,14.433059263274938,spring
New York,2010-05-12,5.352806977699266,spring
New York,2010-05-13,9.136221623417699,spring
New York,2010-05-14,7.223986896306464,spring
New York,2010-05-15,4.719100957313897,spring
New York,2010-05-16,11.676123131973537,spring
New York,2010-05-17,20.18512559859893,spring
New York,2010-05-18,14.099899109000724,spring
New York,2010-05-19,0.9380307707445521,spring
New York,2010-05-20,1.1038213511325417,spring
New York,2010-05-21,17.16958268066752,spring
New York,2010-05-22,14.881126110935812,spring
New York,2010-05-23,9.752494451047468,spring
New York,2010-05-24,9.988567476914858,spring
New York,2010-05-25,7.007751414439645,spring
New York,2010-05-26,6.287429466577187,spring
New York,2010-05-27,8.75607763478517,spring
